psfMag_r	fiberMag_r	fiber2Mag_r	petroMag_r	deVMag_r	expMag_r	modelMag_r	cModelMag_r	class
19.26968	19.30032	19.9125	18.0973	18.0673	18.44472	18.06731	18.0673	b'GALAXY'
20.17165	19.97334	20.62642	18.51187	18.39393	18.91827	18.39392	18.39393	b'GALAXY'
19.8506	20.08383	20.5895	19.95356	19.84158	19.8418	19.84158	19.84158	b'STAR'
19.3533	19.40171	20.0029	18.44618	18.38153	18.69128	18.38153	18.38153	b'GALAXY'
20.00089	20.11858	20.68731	19.47177	19.41595	19.59399	19.41595	19.41595	b'GALAXY'
21.2529	21.63627	22.09404	21.41702	21.26914	21.26925	21.26925	21.26925	b'STAR'
21.50389	21.44949	22.08547	20.56548	20.36689	20.65163	20.65163	20.56158	b'GALAXY'
21.4524	21.47358	22.08168	20.36089	20.53538	20.94216	20.53538	20.5607	b'GALAXY'
15.99846	16.33101	16.82251	16.02521	15.97654	15.9767	15.9767	15.9767	b'STAR'
15.57808	15.91814	16.40859	15.61286	15.56159	15.56188	15.56188	15.56176	b'STAR'
17.61089	17.49483	18.15207	15.85602	15.80381	16.2913	15.80379	15.80381	b'GALAXY'
18.66995	18.33336	19.08056	16.12547	15.66045	16.1022	16.1022	16.0775	b'GALAXY'
19.96658	20.0197	20.61004	19.26495	19.202	19.42696	19.202	19.202	b'GALAXY'
18.91527	18.66769	19.37776	17.03129	16.65534	17.09055	17.09056	16.92783	b'GALAXY'
15.67345	16.00352	16.49205	15.71296	15.65675	15.65674	15.65675	15.65675	b'STAR'
16.60827	16.94368	17.42831	16.65233	16.60212	16.60245	16.60245	16.60215	b'STAR'
16.863	17.19506	17.67854	16.90869	16.86066	16.86076	16.86066	16.86066	b'STAR'
18.60283	18.73323	19.30289	17.71719	17.76359	18.00153	17.76375	17.76359	b'STAR'
18.73791	18.42159	19.15813	16.53001	16.12584	16.56433	16.56433	16.49235	b'GALAXY'
20.48058	20.43896	21.07061	19.33071	19.24162	19.59117	19.24158	19.24277	b'GALAXY'
19.33463	19.21552	19.89279	17.89226	17.60216	17.94128	17.94128	17.8239	b'GALAXY'
17.27966	17.59994	18.08696	17.32805	17.2761	17.27616	17.2761	17.2761	b'STAR'
17.46507	16.77055	17.68505	17.47597	17.42532	17.42539	17.42539	17.42539	b'STAR'
18.01644	17.75716	18.52496	18.08644	18.01919	18.01904	18.01919	18.01919	b'STAR'
17.55719	17.23877	17.9499	17.56671	17.53772	17.54051	17.53772	17.53772	b'STAR'
18.14873	18.51817	19.00625	18.2	18.14659	18.14658	18.14659	18.14658	b'STAR'
18.88766	18.6673	19.44662	16.10096	15.5166	16.04576	16.04577	16.04576	b'GALAXY'
18.77946	18.82649	19.45815	17.912	17.75458	17.99524	17.75458	17.81534	b'GALAXY'
19.18685	19.06446	19.77764	17.33626	16.86677	17.31424	17.31425	17.23548	b'GALAXY'
19.51615	19.54643	20.1845	18.4484	18.31209	18.64374	18.31205	18.34189	b'GALAXY'
15.288	15.53937	16.06514	15.16337	15.12645	15.12892	15.12645	15.12661	b'STAR'
16.90145	16.31139	17.06045	16.94559	16.91983	16.91992	16.91992	16.91992	b'STAR'
19.47371	19.14005	19.95528	16.96873	16.32137	16.88932	16.88932	16.88932	b'GALAXY'
19.92165	19.69671	20.45799	17.91768	17.29113	17.85279	17.85279	17.85279	b'GALAXY'
18.79427	18.63783	19.3642	16.43156	15.98523	16.51091	16.51092	16.32186	b'GALAXY'
19.17105	19.08413	19.77304	17.45571	17.0557	17.43075	17.43074	17.31153	b'GALAXY'
20.60808	20.90819	21.38455	20.70182	20.61366	20.61337	20.61366	20.61366	b'STAR'
20.97313	21.04968	21.64774	20.15119	20.1024	20.33214	20.10243	20.11384	b'GALAXY'
21.12719	21.25681	21.83808	19.96804	20.14513	20.49478	20.14507	20.14513	b'STAR'
21.50151	21.2829	21.93224	20.29523	20.2757	20.72075	20.2757	20.2757	b'GALAXY'
17.79862	17.79761	18.43037	16.43511	16.35287	16.74637	16.35286	16.35287	b'GALAXY'
21.70617	21.85586	22.41572	20.82812	20.89326	21.21087	20.89328	20.89326	b'GALAXY'
21.35784	21.51477	22.049	21.26664	21.06857	21.10284	21.10284	21.10284	b'GALAXY'
20.84498	20.94056	21.5241	20.21043	20.17926	20.40387	20.17926	20.17926	b'GALAXY'
18.66413	18.59362	19.21344	17.55968	17.48595	17.7843	17.48594	17.48595	b'GALAXY'
18.88298	18.85631	19.45864	17.96563	17.91576	18.2127	17.91576	17.91576	b'GALAXY'
19.96527	19.52389	20.26565	17.74779	17.15751	17.72342	17.72341	17.71231	b'GALAXY'
20.17564	20.02776	20.65911	18.82416	18.73814	19.17735	18.73814	18.73814	b'GALAXY'
17.69046	18.01434	18.50175	17.74278	17.68562	17.68549	17.68549	17.68549	b'STAR'
20.70384	21.02693	21.5193	20.79676	20.70779	20.7077	20.70772	20.7077	b'GALAXY'
20.43236	20.31216	20.9322	19.36619	19.2797	19.60065	19.27969	19.2797	b'GALAXY'
20.3033	20.18812	20.8028	19.34234	19.19404	19.45867	19.19404	19.21679	b'GALAXY'
17.77933	17.60855	18.27423	15.70061	15.63292	16.11018	15.63292	15.63292	b'GALAXY'
18.85614	18.53582	19.18765	17.61621	17.42999	17.75172	17.42999	17.48746	b'GALAXY'
18.21585	18.54111	19.02811	18.27146	18.21841	18.21859	18.21859	18.21859	b'STAR'
18.28638	18.18716	18.79193	18.37299	18.298	18.29791	18.298	18.298	b'STAR'
18.99191	18.68503	19.37396	17.17411	16.8475	17.26217	16.84758	17.05023	b'GALAXY'
20.47541	20.78967	21.27787	20.51077	20.45423	20.45414	20.45413	20.45414	b'GALAXY'
18.90914	18.77815	19.40201	17.56746	17.49948	17.888	17.49949	17.49948	b'GALAXY'
16.24594	16.39819	16.91786	16.0662	16.03253	16.02575	16.02575	16.02575	b'STAR'
21.14748	20.97087	21.64033	21.37837	21.17677	21.17688	21.17688	21.17688	b'STAR'
18.59766	18.39393	19.02663	17.09623	17.05998	17.4799	17.05997	17.05998	b'GALAXY'
18.72566	18.57432	19.19232	17.50107	17.46383	17.8062	17.46383	17.46383	b'GALAXY'
20.04285	20.37129	20.85594	20.12351	20.03998	20.04	20.03999	20.03998	b'STAR'
16.43772	16.75719	17.24269	16.49073	16.44094	16.44086	16.44094	16.44094	b'STAR'
18.09322	17.89648	18.53121	16.68057	16.63187	17.0398	16.63182	16.63187	b'GALAXY'
17.69956	17.79054	18.32182	17.43795	17.41072	17.40698	17.40697	17.40698	b'STAR'
18.92763	18.39834	19.15151	16.22864	15.73927	16.22749	16.2275	16.17957	b'GALAXY'
19.4821	18.96322	19.69143	17.38122	16.94502	17.4133	17.41331	17.26935	b'GALAXY'
19.09048	18.50891	19.26975	16.77151	16.31668	16.75388	16.75388	16.75388	b'GALAXY'
18.97355	18.84532	19.46699	17.77671	17.73838	18.10168	17.73834	17.73838	b'GALAXY'
17.82688	17.55015	18.21091	16.02979	15.92553	16.35814	15.92553	15.92553	b'GALAXY'
15.96384	16.28091	16.76569	16.01093	15.9604	15.96018	15.96018	15.96018	b'STAR'
17.94617	17.7582	18.39828	16.61056	16.48235	16.81098	16.48235	16.49412	b'GALAXY'
19.12712	18.85442	19.50866	17.77909	17.57343	17.9119	17.57343	17.68332	b'GALAXY'
18.29696	18.44367	18.98701	18.25063	18.22785	18.23309	18.22785	18.22785	b'STAR'
18.32	18.12411	18.76102	16.80417	16.72655	17.14021	16.72656	16.72655	b'GALAXY'
18.41173	18.49994	19.06284	18.41714	18.38254	18.38202	18.38202	18.38202	b'STAR'
18.6891	18.53643	19.15389	17.60867	17.52533	17.79261	17.52536	17.52805	b'GALAXY'
16.50397	16.67108	17.19809	16.30379	16.28175	16.28914	16.28914	16.28272	b'STAR'
17.93587	18.16042	18.69457	18.00597	17.94109	17.94111	17.94111	17.94111	b'STAR'
18.23157	18.55947	19.03658	18.27376	18.22823	18.22802	18.22823	18.22823	b'STAR'
20.41884	20.76444	21.22923	20.54384	20.4193	20.4193	20.4193	20.4193	b'STAR'
16.66372	16.99692	17.47145	16.71178	16.6622	16.66226	16.66226	16.66226	b'STAR'
18.13673	18.46013	18.93851	18.17161	18.12218	18.12235	18.12218	18.12218	b'STAR'
18.17653	18.51077	18.99485	18.23444	18.1747	18.17473	18.1747	18.1747	b'STAR'
16.79573	17.11381	17.59158	16.82942	16.78116	16.78109	16.78116	16.78116	b'STAR'
18.62205	18.96295	19.44547	18.6904	18.62828	18.62802	18.62828	18.62828	b'STAR'
20.05591	19.93481	20.56343	18.96933	18.89292	19.25398	18.89292	18.89292	b'GALAXY'
20.01831	19.85186	20.49234	18.63609	18.52079	18.96753	18.52079	18.52079	b'GALAXY'
22.00479	22.10361	22.61844	21.84352	21.70657	21.73427	21.70654	21.70796	b'GALAXY'
18.91117	18.55931	19.28946	16.67909	16.31833	16.67686	16.67686	16.6312	b'GALAXY'
20.89627	20.87799	21.47025	20.28345	20.16572	20.35788	20.16557	20.234	b'GALAXY'
20.12792	20.29065	20.91508	19.26822	19.12313	19.37014	19.12305	19.16791	b'GALAXY'
19.63471	19.5877	20.34764	17.19679	16.55113	17.09895	17.09895	17.09895	b'GALAXY'
20.25659	20.43755	21.05095	19.17351	19.25246	19.60803	19.25246	19.25246	b'GALAXY'
20.02133	20.24123	20.82925	19.46522	19.39276	19.56763	19.39276	19.39479	b'GALAXY'
21.25073	21.45395	22.07006	20.38584	20.14825	20.41998	20.14825	20.21819	b'GALAXY'
21.12423	21.27477	21.91063	20.51988	20.25362	20.48263	20.48259	20.4159	b'GALAXY'
21.53584	21.84818	22.3743	21.53727	21.21387	21.28205	21.21387	21.21387	b'GALAXY'
16.36304	16.75913	17.24255	16.40274	16.34502	16.34512	16.34502	16.34502	b'STAR'
19.37881	19.76374	20.2536	19.42451	19.35116	19.35264	19.35116	19.35134	b'STAR'
21.55328	21.78473	22.38763	20.89413	20.59411	20.80082	20.80082	20.712	b'GALAXY'
18.26242	18.25676	18.93508	16.47154	16.26218	16.76314	16.26222	16.27703	b'GALAXY'
19.97714	20.40224	20.86692	20.12654	19.9846	19.98452	19.98452	19.98452	b'STAR'
21.2866	21.54276	22.14456	20.39701	20.46993	20.79543	20.46989	20.46993	b'GALAXY'
19.51935	19.29305	20.09852	16.83427	16.21287	16.7902	16.79021	16.7902	b'GALAXY'
19.77614	20.00972	20.62636	18.94327	18.84529	19.1288	18.84529	18.84529	b'GALAXY'
19.8452	20.08667	20.69511	19.01004	18.94316	19.22563	18.94316	18.94316	b'GALAXY'
20.53319	20.69925	21.36868	19.33726	19.06827	19.4864	19.06827	19.21167	b'GALAXY'
21.06559	21.36994	21.93439	20.67146	20.61796	20.72557	20.61797	20.61796	b'GALAXY'
21.54294	21.90103	22.40171	21.43367	21.32398	21.38053	21.32385	21.32398	b'STAR'
20.7913	21.04312	21.64145	20.03094	19.89181	20.13991	19.89182	19.89181	b'GALAXY'
21.89548	22.11728	22.7434	20.70442	20.62084	21.01981	20.62098	20.71516	b'GALAXY'
22.16274	22.51763	23.04508	21.0752	20.54357	20.79023	20.54358	20.55495	b'GALAXY'
21.11067	21.4182	21.97588	20.85191	20.68977	20.78897	20.68978	20.68977	b'GALAXY'
18.4499	18.82751	19.31145	18.46579	18.42528	18.42537	18.42537	18.42537	b'STAR'
18.46987	18.85376	19.33502	18.49989	18.4538	18.45442	18.4538	18.4538	b'STAR'
19.22831	19.62789	20.10417	19.26693	19.23048	19.23025	19.23048	19.23048	b'STAR'
17.84533	17.99257	18.63582	16.75804	16.60212	16.93228	16.60213	16.61753	b'GALAXY'
18.85586	18.96298	19.63802	17.75163	17.46991	17.79438	17.79438	17.64427	b'GALAXY'
17.60709	18.00577	18.4829	17.67222	17.61412	17.61399	17.61412	17.61412	b'STAR'
16.89836	17.29547	17.77156	16.97222	16.90784	16.90778	16.90778	16.90778	b'STAR'
17.47036	17.86802	18.34493	17.54806	17.47855	17.47845	17.47845	17.47845	b'STAR'
19.71001	20.07936	20.56888	19.73735	19.67802	19.67892	19.67802	19.67802	b'STAR'
16.52415	16.42291	17.08589	14.77661	14.63254	14.99014	14.63255	14.63254	b'GALAXY'
20.61477	20.97713	21.46364	20.74015	20.57704	20.57439	20.57439	20.57439	b'STAR'
19.61292	19.70215	20.4045	17.50659	16.86724	17.4419	17.4419	17.38247	b'GALAXY'
19.13711	19.05823	19.70392	18.21736	18.0008	18.24682	18.24681	18.15734	b'GALAXY'
21.52844	21.67695	22.29523	21.32629	20.99967	21.07088	21.07088	21.07088	b'GALAXY'
21.07787	21.30673	21.90035	20.36733	20.27957	20.52094	20.27957	20.27957	b'GALAXY'
20.06168	19.92351	20.66496	17.62885	16.96414	17.56177	17.56178	17.51925	b'GALAXY'
20.51978	20.71533	21.31339	19.90461	19.82384	20.01454	19.82386	19.84443	b'GALAXY'
18.34822	18.52062	19.09736	17.74133	17.70645	17.91994	17.70645	17.70645	b'GALAXY'
18.13549	17.95618	18.71535	15.83547	15.46004	15.87482	15.87482	15.82761	b'GALAXY'
22.09621	22.35653	22.87949	21.80198	21.72636	21.81688	21.72636	21.72636	b'GALAXY'
16.43275	16.81743	17.29597	16.49537	16.44289	16.44288	16.44288	16.44288	b'STAR'
15.43862	15.76086	16.24426	15.46893	15.41805	15.41807	15.41807	15.41807	b'STAR'
19.30054	19.05159	19.78426	17.50748	17.00968	17.45694	17.45694	17.45694	b'GALAXY'
16.80168	17.17875	17.66097	16.84307	16.79789	16.79781	16.79789	16.79789	b'STAR'
18.06105	18.41852	18.90882	18.08802	18.04553	18.04522	18.04522	18.04522	b'STAR'
15.9915	15.91716	16.58502	13.9505	13.87296	14.231	13.87299	13.87296	b'GALAXY'
17.04607	17.42378	17.90702	17.09807	17.04138	17.04146	17.04138	17.04139	b'STAR'
17.69192	18.07745	18.55347	17.761	17.69928	17.69908	17.69928	17.69928	b'STAR'
17.77349	18.00487	18.56561	17.52388	17.47912	17.48625	17.48624	17.48625	b'STAR'
20.87897	19.30496	20.08336	20.73297	20.58323	20.59324	20.59324	20.59324	b'GALAXY'
17.76609	18.10781	18.58645	17.83147	17.76813	17.76824	17.76816	17.76813	b'STAR'
21.04108	21.4328	21.88733	21.26256	21.04669	21.04632	21.04669	21.04669	b'STAR'
19.7775	20.14097	20.60808	19.91581	19.7837	19.78378	19.78377	19.78378	b'STAR'
20.59708	20.59445	21.26622	19.67015	19.38528	19.66972	19.66972	19.59808	b'GALAXY'
21.49301	21.74279	22.28199	20.2674	20.52773	21.07229	20.52773	20.52773	b'GALAXY'
21.20274	21.33387	21.94791	20.39906	20.37701	20.57752	20.57752	20.57752	b'GALAXY'
21.60076	21.72065	22.34686	20.84575	20.65604	20.90596	20.65604	20.734	b'GALAXY'
20.08	20.27521	20.86942	19.4177	19.34139	19.58523	19.34139	19.34139	b'GALAXY'
19.84339	19.93634	20.58562	18.57395	18.4549	18.87628	18.45492	18.4549	b'GALAXY'
20.33222	20.47833	21.09873	19.30879	19.37645	19.73036	19.37645	19.37645	b'GALAXY'
21.66173	21.92398	22.47275	21.27117	21.32798	21.3702	21.32798	21.32798	b'GALAXY'
14.81131	15.18418	15.66724	14.85586	14.80741	14.80726	14.80726	14.80726	b'STAR'
20.12834	19.66299	20.44816	17.25884	16.54157	17.21402	17.21402	17.1042	b'GALAXY'
16.10563	16.46852	16.9544	16.13461	16.09182	16.09182	16.09184	16.09182	b'STAR'
15.40028	15.77027	16.25318	15.44416	15.39799	15.39801	15.39803	15.39801	b'STAR'
14.63033	15.01606	15.4992	14.68652	14.63925	14.63925	14.63924	14.63925	b'STAR'
17.41323	17.77336	18.25976	17.44219	17.39471	17.39464	17.39463	17.39464	b'STAR'
17.83344	18.19627	18.68446	17.85906	17.8205	17.82055	17.8205	17.8205	b'STAR'
17.16914	17.52927	18.01746	17.19514	17.15265	17.15271	17.15265	17.15265	b'STAR'
18.29008	18.67315	19.15573	18.34564	18.29916	18.29905	18.29904	18.29905	b'STAR'
17.91545	18.29823	18.77997	17.97958	17.9277	17.92767	17.92768	17.92767	b'STAR'
18.66647	18.80118	19.42016	17.68738	17.62555	17.94581	17.62552	17.62555	b'GALAXY'
18.40761	18.50281	19.14386	17.22569	17.05018	17.3297	17.05017	17.07128	b'GALAXY'
19.82843	20.1717	20.66569	19.8452	19.78422	19.78709	19.78424	19.78422	b'STAR'
21.13465	21.56273	22.00156	21.26114	21.14024	21.13877	21.13878	21.13877	b'STAR'
20.04056	20.15391	20.77573	19.28685	19.12536	19.37822	19.12531	19.17204	b'GALAXY'
21.21462	21.45252	21.99272	20.98728	20.88736	20.99809	20.88737	20.9151	b'GALAXY'
15.33149	15.72354	16.21063	15.38268	15.32522	15.32532	15.32523	15.32522	b'STAR'
14.70724	15.04337	15.55376	14.6516	14.60476	14.60623	14.60476	14.60482	b'STAR'
19.30264	19.65574	20.15047	19.31644	19.26815	19.27157	19.26814	19.26815	b'STAR'
19.50508	19.62277	20.24905	18.48824	18.49855	18.82392	18.49862	18.49855	b'GALAXY'
20.3893	20.51465	21.12347	19.75928	19.69981	19.90155	19.6998	19.69981	b'GALAXY'
19.05011	18.82914	19.55505	17.66131	17.26583	17.61767	17.61772	17.61767	b'GALAXY'
19.41491	19.16808	19.92453	17.18464	16.54972	17.12854	17.12853	17.12854	b'GALAXY'
20.01449	20.16175	20.76884	19.13245	19.12663	19.44413	19.12666	19.12663	b'GALAXY'
20.0939	20.48455	20.97358	20.19201	20.08695	20.08704	20.08696	20.08695	b'STAR'
19.98586	20.33021	20.83558	19.98822	19.9269	19.93681	19.9269	19.9269	b'STAR'
20.90675	21.00205	21.64999	19.84552	19.62694	19.99247	19.62694	19.69671	b'GALAXY'
20.02135	20.09548	20.74535	18.62489	18.50856	18.95308	18.50856	18.50856	b'GALAXY'
21.25337	21.40666	21.99474	20.71733	20.59471	20.79754	20.79754	20.71005	b'GALAXY'
21.33501	21.49302	22.10403	20.61743	20.40372	20.63543	20.40372	20.42129	b'GALAXY'
18.87514	18.6768	19.45004	15.71803	15.03038	15.73144	15.73144	15.61504	b'GALAXY'
15.88704	16.27687	16.75978	15.93327	15.87957	15.87954	15.87957	15.87957	b'STAR'
18.17619	18.51955	19.02669	18.12066	18.10929	18.11455	18.10929	18.10929	b'STAR'
19.37134	19.48568	20.14228	18.08967	17.95597	18.37518	17.95597	17.98616	b'GALAXY'
19.99207	19.9724	20.57161	19.09702	19.04807	19.36	19.04807	19.04807	b'GALAXY'
21.62601	21.96993	22.44324	21.69885	21.55359	21.53187	21.53183	21.53187	b'STAR'
21.65789	21.55869	22.16262	20.81055	20.64077	20.85513	20.64077	20.69724	b'GALAXY'
21.76465	22.15201	22.61226	21.95085	21.77653	21.77651	21.77653	21.77653	b'STAR'
20.97506	20.92932	21.53053	19.97225	19.96344	20.28226	19.96344	19.96344	b'GALAXY'
21.40557	21.41546	22.00708	20.39676	20.52402	20.86635	20.52402	20.52402	b'GALAXY'
21.80432	21.65596	22.28993	20.63341	20.42789	20.75465	20.42789	20.50476	b'GALAXY'
21.77691	20.95098	21.77208	21.37004	21.13031	21.2261	21.2261	21.2261	b'GALAXY'
17.6484	17.96934	18.45336	17.69382	17.64971	17.64957	17.64957	17.64957	b'STAR'
19.22606	18.89034	19.59429	17.47436	17.09046	17.48551	17.48551	17.41106	b'GALAXY'
20.22831	20.37812	20.90598	20.29841	20.21537	20.21586	20.21538	20.21537	b'STAR'
18.45405	18.17797	18.86466	16.19715	15.87125	16.29986	15.87125	16.01642	b'GALAXY'
21.98187	21.98241	22.54918	21.42183	21.39088	21.53895	21.53895	21.46011	b'GALAXY'
16.64575	16.96908	17.4518	16.70368	16.65154	16.65161	16.65161	16.65161	b'STAR'
18.53185	18.39897	19.02686	17.097	17.1097	17.51553	17.10968	17.1097	b'GALAXY'
21.63689	20.57652	21.31603	20.33	20.43239	21.00708	20.43204	20.43239	b'STAR'
18.45119	18.43971	19.02529	17.73391	17.65422	17.82476	17.65422	17.65422	b'GALAXY'
20.57295	20.83498	21.32601	20.49345	20.47492	20.48456	20.47492	20.47492	b'STAR'
20.86378	21.17665	21.64716	20.93667	20.82496	20.82091	20.82091	20.82091	b'STAR'
18.35972	18.24626	18.87028	17.08533	17.00919	17.38005	17.00917	17.00919	b'GALAXY'
19.19823	18.94305	19.61441	17.6871	17.42365	17.76251	17.76257	17.59052	b'GALAXY'
16.79491	16.82319	17.37153	16.43815	16.47308	16.43218	16.43218	16.43218	b'STAR'
19.22802	19.16135	19.76465	18.32919	18.24656	18.47878	18.24651	18.25634	b'GALAXY'
20.13599	19.67993	20.4045	17.76071	17.37248	17.90441	17.90441	17.89538	b'GALAXY'
19.9392	19.80087	20.41707	18.8511	18.86205	19.18937	18.86205	18.86205	b'GALAXY'
20.73388	20.71729	21.29349	20.12518	20.08175	20.24701	20.08175	20.1115	b'GALAXY'
21.54651	21.31172	21.92323	20.89377	20.61692	20.81798	20.81799	20.71244	b'GALAXY'
21.50521	21.78973	22.28588	21.46256	21.48986	21.48891	21.48893	21.48891	b'STAR'
21.48946	21.76277	22.23141	21.56751	21.42279	21.42033	21.42027	21.42033	b'STAR'
17.87217	18.05219	18.58397	17.56631	17.5853	17.68538	17.5853	17.5853	b'STAR'
18.0979	18.05017	18.64861	16.79281	16.8591	17.27629	16.8591	16.8591	b'GALAXY'
18.45229	18.39045	18.98436	17.65598	17.60131	17.77773	17.60131	17.61359	b'GALAXY'
19.53889	19.24511	19.93232	17.60649	17.19963	17.67238	17.19965	17.42103	b'GALAXY'
20.939	21.23396	21.71576	20.90572	20.89966	20.89857	20.89857	20.89857	b'STAR'
21.50104	21.53015	22.11414	20.93574	20.85176	20.99388	20.99388	20.94415	b'GALAXY'
18.60291	18.57975	19.19038	17.6834	17.62197	17.8705	17.62198	17.62355	b'GALAXY'
17.25583	17.57746	18.06074	17.29412	17.24243	17.24237	17.24237	17.24237	b'STAR'
21.3311	21.23692	21.83539	20.56848	20.4316	20.65816	20.65816	20.54139	b'GALAXY'
22.0644	22.03236	22.63836	21.30107	21.17475	21.36027	21.17475	21.22063	b'GALAXY'
21.70959	21.42889	22.11358	20.28053	19.88903	20.32017	20.32017	20.11616	b'GALAXY'
21.19182	21.1252	21.71674	20.01046	20.07057	20.5473	20.07057	20.07057	b'GALAXY'
21.05758	20.98117	21.5683	20.28828	20.19301	20.40991	20.19301	20.23848	b'GALAXY'
21.76462	21.57169	22.17675	20.64548	20.64842	21.05002	20.6483	20.71272	b'GALAXY'
18.81387	18.7777	19.37473	17.9096	17.87074	18.15824	17.87081	17.87074	b'GALAXY'
18.55015	18.49434	19.09801	17.48392	17.48736	17.81727	17.48736	17.48736	b'GALAXY'
19.38927	19.17273	19.83446	17.67806	17.43022	17.86312	17.43022	17.48889	b'GALAXY'
19.67055	19.50496	20.14253	18.18007	18.10766	18.54923	18.10767	18.10766	b'GALAXY'
20.15457	20.04701	20.66313	19.27712	19.16776	19.43087	19.16776	19.19926	b'GALAXY'
21.50002	21.45116	22.0402	20.7355	20.60808	20.87338	20.60805	20.62528	b'GALAXY'
21.22703	21.23906	21.81048	20.51044	20.47184	20.71106	20.47184	20.47184	b'GALAXY'
19.39418	19.09845	19.83266	17.79504	17.38043	17.77499	17.77499	17.77499	b'GALAXY'
21.36801	21.78413	22.24765	21.2435	21.38662	21.38672	21.38661	21.38662	b'STAR'
21.76888	21.58641	22.19731	21.13339	20.74007	20.97972	20.97972	20.97972	b'GALAXY'
18.61736	18.07633	18.72451	18.58747	18.48923	18.48174	18.48174	18.48174	b'GALAXY'
22.48358	22.33526	23.00889	21.11456	20.54688	21.13567	20.54688	20.54688	b'GALAXY'
21.33037	21.3273	21.94144	20.44626	20.27375	20.56747	20.2737	20.27375	b'GALAXY'
21.57741	21.72748	22.25883	20.86222	21.17921	21.30872	21.17921	21.21413	b'GALAXY'
20.93235	20.85615	21.45885	20.07669	20.01582	20.2634	20.01582	20.06546	b'GALAXY'
18.26551	18.00953	18.69749	16.49002	16.25292	16.56188	16.25292	16.38921	b'GALAXY'
21.77683	21.68697	22.25897	21.40137	21.01952	21.1698	21.16979	21.1698	b'GALAXY'
19.71597	20.0019	20.49158	19.79097	19.70594	19.70576	19.70576	19.70576	b'STAR'
18.66175	18.63492	19.23133	17.64987	17.66166	17.97017	17.66163	17.66166	b'GALAXY'
19.2229	18.98611	19.66957	17.31776	16.94633	17.40415	16.94633	17.14871	b'GALAXY'
17.63373	17.94544	18.43263	17.68012	17.63075	17.63074	17.63074	17.63074	b'STAR'
20.82104	21.1259	21.61629	20.87313	20.80506	20.80507	20.80506	20.80506	b'STAR'
20.81454	20.93093	21.47532	20.37811	20.38912	20.53011	20.38909	20.38912	b'GALAXY'
17.77001	17.6596	18.28936	16.18506	16.23823	16.64561	16.2382	16.23823	b'GALAXY'
20.98767	20.79011	21.42523	19.96781	19.86779	20.16011	20.16006	20.01516	b'GALAXY'
20.44469	20.4183	21.01245	19.59078	19.54426	19.80911	19.54426	19.54426	b'GALAXY'
21.95155	21.87909	22.46257	20.89745	21.03931	21.33204	21.33204	21.20012	b'GALAXY'
15.18966	15.51499	15.99806	15.24191	15.18987	15.18966	15.18966	15.18966	b'STAR'
17.72892	17.47207	18.15324	15.54755	15.35115	15.74054	15.35115	15.39124	b'GALAXY'
15.93595	16.25437	16.73945	15.98212	15.92916	15.92901	15.92916	15.92916	b'STAR'
17.01725	16.78052	17.45069	14.80406	14.65877	14.94991	14.65877	14.71306	b'GALAXY'
16.94695	17.26337	17.7478	16.98961	16.94148	16.94149	16.94149	16.94149	b'STAR'
16.875	17.19343	17.6776	16.91989	16.87258	16.87222	16.87258	16.87255	b'STAR'
19.55142	19.49743	20.10418	18.23697	18.32651	18.77063	18.32654	18.32651	b'GALAXY'
22.37425	22.16579	22.79612	21.43187	20.92364	21.29359	21.29359	21.15764	b'GALAXY'
21.25043	21.21471	21.80379	20.62817	20.46927	20.66504	20.46924	20.5137	b'GALAXY'
21.61115	21.97609	22.44585	21.69987	21.62052	21.62043	21.62052	21.62052	b'STAR'
21.45393	21.47765	22.04365	20.72392	20.93447	21.09789	20.93447	20.93447	b'GALAXY'
22.02687	21.88754	22.49652	21.36194	20.99554	21.24019	21.24019	21.12655	b'GALAXY'
21.43458	21.38269	21.98739	20.49164	20.33726	20.66931	20.33726	20.33726	b'GALAXY'
21.65417	21.63722	22.23427	20.40016	20.45282	20.89557	20.45282	20.45282	b'GALAXY'
22.0268	21.92089	22.53935	21.20185	21.01288	21.26445	21.01251	21.11213	b'GALAXY'
18.12528	17.87468	18.54334	16.76589	16.62628	16.83514	16.83514	16.74752	b'GALAXY'
21.5578	21.43509	22.06131	20.39114	20.2065	20.54978	20.20663	20.26975	b'GALAXY'
17.05542	16.88532	17.52881	15.57306	15.45325	15.76671	15.45325	15.45325	b'GALAXY'
16.99849	17.318	17.80317	17.04605	16.9926	16.99308	16.9926	16.99262	b'STAR'
17.057	17.37438	17.85861	17.10621	17.04925	17.04986	17.04986	17.04949	b'STAR'
16.4223	16.74756	17.23014	16.48218	16.42455	16.42449	16.42449	16.42449	b'STAR'
17.64127	17.95291	18.43745	17.68424	17.62599	17.62594	17.62594	17.62594	b'STAR'
19.09497	19.39127	19.87994	19.11158	19.0615	19.06102	19.0615	19.0615	b'STAR'
18.8346	18.62834	19.28669	17.27952	17.02817	17.39011	17.02816	17.12257	b'GALAXY'
18.24046	18.56227	19.04632	18.29556	18.24258	18.24253	18.24258	18.24258	b'STAR'
18.93536	19.24613	19.72968	18.97299	18.92443	18.92427	18.92443	18.92443	b'STAR'
18.5813	18.89389	19.37908	18.62121	18.57169	18.57193	18.57169	18.57171	b'STAR'
19.89882	20.21662	20.7008	19.94385	19.88649	19.88683	19.88649	19.88649	b'STAR'
